Target,Evaluation Year,Model Variant,Feature Set,Numeric Feature Count,Categorical Feature Count,Encoded Feature Count,Training-Only Imputation Confirmed,Training-Only Encoder Confirmed,Training-Only Scaling Confirmed,Evaluation Unknown-Category Count,Evaluation Missing-Value Count,No Evaluation Fit Operations,No Global Scaling,No Target Encoding,Status
ENTRY_FILLED,2024,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,1318,True,True,True,PASS
ENTRY_FILLED,2024,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,1318,True,True,True,PASS
ENTRY_FILLED,2024,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,1318,True,True,True,PASS
ENTRY_FILLED,2025,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
ENTRY_FILLED,2025,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,736,True,True,True,PASS
ENTRY_FILLED,2025,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,736,True,True,True,PASS
ENTRY_FILLED,2025,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,736,True,True,True,PASS
ENTRY_FILLED,2026,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
ENTRY_FILLED,2026,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,344,True,True,True,PASS
ENTRY_FILLED,2026,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,344,True,True,True,PASS
ENTRY_FILLED,2026,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,344,True,True,True,PASS
T1_BEFORE_STOP_63,2016,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T1_BEFORE_STOP_63,2016,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,585,True,True,True,PASS
T1_BEFORE_STOP_63,2016,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,585,True,True,True,PASS
T1_BEFORE_STOP_63,2016,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,585,True,True,True,PASS
T1_BEFORE_STOP_63,2017,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T1_BEFORE_STOP_63,2017,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,1355,True,True,True,PASS
T1_BEFORE_STOP_63,2017,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,1355,True,True,True,PASS
T1_BEFORE_STOP_63,2017,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,1355,True,True,True,PASS
T1_BEFORE_STOP_63,2018,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T1_BEFORE_STOP_63,2018,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,961,True,True,True,PASS
T1_BEFORE_STOP_63,2018,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,961,True,True,True,PASS
T1_BEFORE_STOP_63,2018,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,961,True,True,True,PASS
T1_BEFORE_STOP_63,2019,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T1_BEFORE_STOP_63,2019,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,827,True,True,True,PASS
T1_BEFORE_STOP_63,2019,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,827,True,True,True,PASS
T1_BEFORE_STOP_63,2019,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,827,True,True,True,PASS
T1_BEFORE_STOP_63,2020,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T1_BEFORE_STOP_63,2020,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,842,True,True,True,PASS
T1_BEFORE_STOP_63,2020,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,842,True,True,True,PASS
T1_BEFORE_STOP_63,2020,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,842,True,True,True,PASS
T1_BEFORE_STOP_63,2021,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T1_BEFORE_STOP_63,2021,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,1524,True,True,True,PASS
T1_BEFORE_STOP_63,2021,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,1524,True,True,True,PASS
T1_BEFORE_STOP_63,2021,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,1524,True,True,True,PASS
T1_BEFORE_STOP_63,2022,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T1_BEFORE_STOP_63,2022,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,1044,True,True,True,PASS
T1_BEFORE_STOP_63,2022,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,1044,True,True,True,PASS
T1_BEFORE_STOP_63,2022,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,1044,True,True,True,PASS
T1_BEFORE_STOP_63,2023,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T1_BEFORE_STOP_63,2023,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,1363,True,True,True,PASS
T1_BEFORE_STOP_63,2023,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,1363,True,True,True,PASS
T1_BEFORE_STOP_63,2023,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,1363,True,True,True,PASS
T1_BEFORE_STOP_63,2024,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T1_BEFORE_STOP_63,2024,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,1318,True,True,True,PASS
T1_BEFORE_STOP_63,2024,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,1318,True,True,True,PASS
T1_BEFORE_STOP_63,2024,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,1318,True,True,True,PASS
T1_BEFORE_STOP_63,2025,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T1_BEFORE_STOP_63,2025,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,736,True,True,True,PASS
T1_BEFORE_STOP_63,2025,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,736,True,True,True,PASS
T1_BEFORE_STOP_63,2025,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,736,True,True,True,PASS
T1_BEFORE_STOP_63,2026,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T1_BEFORE_STOP_63,2026,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,344,True,True,True,PASS
T1_BEFORE_STOP_63,2026,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,344,True,True,True,PASS
T1_BEFORE_STOP_63,2026,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,344,True,True,True,PASS
T2_BEFORE_STOP_63,2016,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T2_BEFORE_STOP_63,2016,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,585,True,True,True,PASS
T2_BEFORE_STOP_63,2016,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,585,True,True,True,PASS
T2_BEFORE_STOP_63,2016,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,585,True,True,True,PASS
T2_BEFORE_STOP_63,2017,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T2_BEFORE_STOP_63,2017,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,1355,True,True,True,PASS
T2_BEFORE_STOP_63,2017,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,1355,True,True,True,PASS
T2_BEFORE_STOP_63,2017,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,1355,True,True,True,PASS
T2_BEFORE_STOP_63,2018,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T2_BEFORE_STOP_63,2018,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,961,True,True,True,PASS
T2_BEFORE_STOP_63,2018,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,961,True,True,True,PASS
T2_BEFORE_STOP_63,2018,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,961,True,True,True,PASS
T2_BEFORE_STOP_63,2019,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T2_BEFORE_STOP_63,2019,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,827,True,True,True,PASS
T2_BEFORE_STOP_63,2019,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,827,True,True,True,PASS
T2_BEFORE_STOP_63,2019,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,827,True,True,True,PASS
T2_BEFORE_STOP_63,2020,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T2_BEFORE_STOP_63,2020,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,842,True,True,True,PASS
T2_BEFORE_STOP_63,2020,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,842,True,True,True,PASS
T2_BEFORE_STOP_63,2020,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,842,True,True,True,PASS
T2_BEFORE_STOP_63,2021,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T2_BEFORE_STOP_63,2021,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,1524,True,True,True,PASS
T2_BEFORE_STOP_63,2021,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,1524,True,True,True,PASS
T2_BEFORE_STOP_63,2021,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,1524,True,True,True,PASS
T2_BEFORE_STOP_63,2022,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T2_BEFORE_STOP_63,2022,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,1044,True,True,True,PASS
T2_BEFORE_STOP_63,2022,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,1044,True,True,True,PASS
T2_BEFORE_STOP_63,2022,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,1044,True,True,True,PASS
T2_BEFORE_STOP_63,2023,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T2_BEFORE_STOP_63,2023,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,1363,True,True,True,PASS
T2_BEFORE_STOP_63,2023,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,1363,True,True,True,PASS
T2_BEFORE_STOP_63,2023,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,1363,True,True,True,PASS
T2_BEFORE_STOP_63,2024,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T2_BEFORE_STOP_63,2024,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,1318,True,True,True,PASS
T2_BEFORE_STOP_63,2024,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,1318,True,True,True,PASS
T2_BEFORE_STOP_63,2024,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,1318,True,True,True,PASS
T2_BEFORE_STOP_63,2025,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T2_BEFORE_STOP_63,2025,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,736,True,True,True,PASS
T2_BEFORE_STOP_63,2025,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,736,True,True,True,PASS
T2_BEFORE_STOP_63,2025,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,736,True,True,True,PASS
T2_BEFORE_STOP_63,2026,LOGIT_RULE,FS1_RULE_SUMMARY,2,3,15,True,True,True,0,0,True,True,True,PASS
T2_BEFORE_STOP_63,2026,LOGIT_RAW,FS2_RAW_SIGNAL_STATE,84,8,107,True,True,True,0,344,True,True,True,PASS
T2_BEFORE_STOP_63,2026,LOGIT_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,True,0,344,True,True,True,PASS
T2_BEFORE_STOP_63,2026,RF_FULL,FS3_FULL_SIGNAL_STATE,86,11,122,True,True,False,0,344,True,True,True,PASS
